name,value,year,lastValue,rank,dist,diff
genesis_34,1,2.0,1,29,0.94,0
genesis_35,1,2.0,1,30,0.94,0
genesis_36,1,2.0,1,31,0.94,0
genesis_37,1,2.0,1,32,0.94,0
genesis_38,1,2.0,1,33,0.94,0
genesis_39,1,2.0,1,34,0.94,0
genesis_4,1,2.0,1,35,0.94,0
genesis_40,1,2.0,1,36,0.94,0
genesis_40,1,2.0,1,37,0.94,0
genesis_41,1,2.0,1,38,0.94,0
genesis_42,1,2.0,1,39,0.94,0
genesis_43,1,2.0,1,40,0.94,0
genesis_44,1,2.0,1,41,0.94,0
genesis_45,1,2.0,1,42,0.94,0
genesis_45,1,2.0,1,43,0.94,0
genesis_46,1,2.0,1,44,0.94,0
genesis_47,1,2.0,1,45,0.94,0
genesis_48,1,2.0,1,46,0.94,0
genesis_5,1,2.0,1,47,0.94,0
genesis_50,1,2.0,1,48,0.94,0
genesis_50,1,2.0,1,49,0.94,0
genesis_51,1,2.0,1,50,0.94,0
genesis_52,1,2.0,1,51,0.94,0
genesis_53,1,2.0,1,52,0.94,0
genesis_54,1,2.0,1,53,0.94,0
genesis_55,1,2.0,1,54,0.94,0
genesis_56,1,2.0,1,55,0.94,0
genesis_57,1,2.0,1,56,0.94,0
genesis_58,1,2.0,1,57,0.94,0
genesis_59,1,2.0,1,58,0.94,0
genesis_6,1,2.0,1,59,0.94,0
genesis_60,1,2.0,1,60,0.94,0
genesis_61,1,2.0,1,61,0.94,0
genesis_62,1,2.0,1,62,0.94,0
genesis_63,1,2.0,1,63,0.94,0
genesis_64,1,2.0,1,64,0.94,0
genesis_65,1,2.0,1,65,0.94,0
genesis_66,1,2.0,1,66,0.94,0
genesis_67,1,2.0,1,67,0.94,0
genesis_68,1,2.0,1,68,0.94,0
genesis_69,1,2.0,1,69,0.94,0
genesis_7,1,2.0,1,70,0.94,0
genesis_70,1,2.0,1,71,0.94,0
genesis_71,1,2.0,1,72,0.94,0
genesis_73,1,2.0,1,73,0.94,0
genesis_74,1,2.0,1,74,0.94,0
genesis_75,1,2.0,1,75,0.94,0
genesis_76,1,2.0,1,76,0.94,0
genesis_77,1,2.0,1,77,0.94,0
genesis_78,1,2.0,1,78,0.94,0
genesis_79,1,2.0,1,79,0.94,0
genesis_8,1,2.0,1,80,0.94,0
genesis_80,1,2.0,1,81,0.94,0
genesis_81,1,2.0,1,82,0.94,0
genesis_82,1,2.0,1,83,0.94,0
genesis_83,1,2.0,1,84,0.94,0
genesis_84,1,2.0,1,85,0.94,0
genesis_85,1,2.0,1,86,0.94,0
genesis_86,1,2.0,1,87,0.94,0
genesis_87,1,2.0,1,88,0.94,0
genesis_88,1,2.0,1,89,0.94,0
genesis_89,1,2.0,1,90,0.94,0
genesis_9,1,2.0,1,91,0.94,0
genesis_90,1,2.0,1,92,0.94,0
genesis_91,1,2.0,1,93,0.94,0
genesis_92,1,2.0,1,94,0.94,0
genesis_93,1,2.0,1,95,0.94,0
genesis_94,1,2.0,1,96,0.94,0
genesis_95,1,2.0,1,97,0.94,0
genesis_96,1,2.0,1,98,0.94,0
genesis_97,1,2.0,1,99,0.94,0
genesis_98,1,2.0,1,100,0.94,0
genesis_99,1,2.0,1,101,0.94,0
genesis_1,1,3.0,1,1,0.91,0
genesis_10,1,3.0,1,2,0.91,0
genesis_100,1,3.0,1,3,0.91,0
genesis_101,1,3.0,1,4,0.91,0
genesis_101,1,3.0,1,5,0.91,0
genesis_11,1,3.0,1,6,0.91,0
genesis_12,1,3.0,1,7,0.91,0
genesis_13,1,3.0,1,8,0.91,0
genesis_14,1,3.0,1,9,0.91,0
genesis_15,1,3.0,1,10,0.91,0
genesis_16,1,3.0,1,11,0.91,0
genesis_17,1,3.0,1,12,0.91,0
genesis_18,1,3.0,1,13,0.91,0
genesis_18,1,3.0,1,14,0.91,0
genesis_19,1,3.0,1,15,0.91,0
genesis_2,1,3.0,1,16,0.91,0
genesis_20,1,3.0,1,17,0.91,0
genesis_21,1,3.0,1,18,0.91,0
genesis_22,1,3.0,1,19,0.91,0
genesis_23,1,3.0,1,20,0.91,0
genesis_24,1,3.0,1,21,0.91,0
genesis_25,1,3.0,1,22,0.91,0
genesis_26,1,3.0,1,23,0.91,0
genesis_27,1,3.0,1,24,0.91,0
genesis_28,1,3.0,1,25,0.91,0
genesis_29,1,3.0,1,26,0.91,0
genesis_3,1,3.0,1,27,0.91,0
genesis_30,1,3.0,1,28,0.91,0
genesis_31,1,3.0,1,29,0.91,0
genesis_32,1,3.0,1,30,0.91,0
genesis_33,1,3.0,1,31,0.91,0
genesis_34,1,3.0,1,32,0.91,0
genesis_35,1,3.0,1,33,0.91,0
genesis_36,1,3.0,1,34,0.91,0
genesis_37,1,3.0,1,35,0.91,0
genesis_38,1,3.0,1,36,0.91,0
genesis_39,1,3.0,1,37,0.91,0
genesis_4,1,3.0,1,38,0.91,0
genesis_40,1,3.0,1,39,0.91,0
genesis_41,1,3.0,1,40,0.91,0
genesis_42,1,3.0,1,41,0.91,0
genesis_43,1,3.0,1,42,0.91,0
genesis_44,1,3.0,1,43,0.91,0
genesis_45,1,3.0,1,44,0.91,0
genesis_46,1,3.0,1,45,0.91,0
genesis_47,1,3.0,1,46,0.91,0
genesis_48,1,3.0,1,47,0.91,0
genesis_49,1,3.0,1,48,0.91,0
genesis_5,1,3.0,1,49,0.91,0
genesis_50,1,3.0,1,50,0.91,0
genesis_51,1,3.0,1,51,0.91,0
genesis_52,1,3.0,1,52,0.91,0
genesis_53,1,3.0,1,53,0.91,0
genesis_54,1,3.0,1,54,0.91,0
genesis_55,1,3.0,1,55,0.91,0
genesis_56,1,3.0,1,56,0.91,0
genesis_57,1,3.0,1,57,0.91,0
genesis_58,1,3.0,1,58,0.91,0
genesis_59,1,3.0,1,59,0.91,0
genesis_6,1,3.0,1,60,0.91,0
genesis_60,1,3.0,1,61,0.91,0
genesis_61,1,3.0,1,62,0.91,0
genesis_62,1,3.0,1,63,0.91,0
genesis_63,1,3.0,1,64,0.91,0
genesis_64,1,3.0,1,65,0.91,0
genesis_65,1,3.0,1,66,0.91,0
genesis_66,1,3.0,1,67,0.91,0
genesis_67,1,3.0,1,68,0.91,0
genesis_68,1,3.0,1,69,0.91,0
genesis_69,1,3.0,1,70,0.91,0
genesis_7,1,3.0,1,71,0.91,0
genesis_70,1,3.0,1,72,0.91,0
genesis_71,1,3.0,1,73,0.91,0
genesis_72,1,3.0,1,74,0.91,0
genesis_73,1,3.0,1,75,0.91,0
genesis_74,1,3.0,1,76,0.91,0
genesis_75,1,3.0,1,77,0.91,0
genesis_77,1,3.0,1,78,0.91,0
genesis_78,1,3.0,1,79,0.91,0
genesis_79,1,3.0,1,80,0.91,0
genesis_8,1,3.0,1,81,0.91,0
genesis_80,1,3.0,1,82,0.91,0
genesis_82,1,3.0,1,83,0.91,0
genesis_83,1,3.0,1,84,0.91,0
genesis_84,1,3.0,1,85,0.91,0
genesis_85,1,3.0,1,86,0.91,0
genesis_86,1,3.0,1,87,0.91,0
genesis_87,1,3.0,1,88,0.91,0
genesis_88,1,3.0,1,89,0.91,0
genesis_89,1,3.0,1,90,0.91,0
genesis_9,1,3.0,1,91,0.91,0
genesis_90,1,3.0,1,92,0.91,0
genesis_91,1,3.0,1,93,0.91,0
genesis_92,1,3.0,1,94,0.91,0
genesis_93,1,3.0,1,95,0.91,0
genesis_94,1,3.0,1,96,0.91,0
genesis_95,1,3.0,1,97,0.91,0
genesis_96,1,3.0,1,98,0.91,0
genesis_97,1,3.0,1,99,0.91,0
genesis_98,1,3.0,1,100,0.91,0
genesis_99,1,3.0,1,101,0.91,0
genesis_1,1,4.0,1,1,0.84,0
genesis_10,1,4.0,1,2,0.84,0
genesis_100,1,4.0,1,3,0.84,0
genesis_101,1,4.0,1,4,0.84,0
genesis_11,1,4.0,1,5,0.84,0
genesis_12,1,4.0,1,6,0.84,0
genesis_13,1,4.0,1,7,0.84,0
genesis_14,1,4.0,1,8,0.84,0
genesis_15,1,4.0,1,9,0.84,0
genesis_16,1,4.0,1,10,0.84,0
genesis_16,1,4.0,1,11,0.84,0
genesis_17,1,4.0,1,12,0.84,0
genesis_18,1,4.0,1,13,0.84,0
genesis_19,1,4.0,1,14,0.84,0
genesis_20,1,4.0,1,15,0.84,0
genesis_21,1,4.0,1,16,0.84,0
genesis_22,1,4.0,1,17,0.84,0
genesis_23,1,4.0,1,18,0.84,0
genesis_24,1,4.0,1,19,0.84,0
genesis_25,1,4.0,1,20,0.84,0
genesis_26,1,4.0,1,21,0.84,0
genesis_27,1,4.0,1,22,0.84,0
genesis_28,1,4.0,1,23,0.84,0
genesis_29,1,4.0,1,24,0.84,0
genesis_29,1,4.0,1,25,0.84,0
genesis_30,1,4.0,1,26,0.84,0
genesis_31,1,4.0,1,27,0.84,0
genesis_32,1,4.0,1,28,0.84,0
genesis_33,1,4.0,1,29,0.84,0
genesis_34,1,4.0,1,30,0.84,0
genesis_35,1,4.0,1,31,0.84,0
genesis_35,1,4.0,1,32,0.84,0
genesis_36,1,4.0,1,33,0.84,0
genesis_37,1,4.0,1,34,0.84,0
genesis_38,1,4.0,1,35,0.84,0
genesis_39,1,4.0,1,36,0.84,0
genesis_4,1,4.0,1,37,0.84,0
genesis_40,1,4.0,1,38,0.84,0
genesis_42,1,4.0,1,39,0.84,0
genesis_43,1,4.0,1,40,0.84,0
genesis_44,1,4.0,1,41,0.84,0
genesis_44,1,4.0,1,42,0.84,0
genesis_45,1,4.0,1,43,0.84,0
genesis_46,1,4.0,1,44,0.84,0
genesis_47,1,4.0,1,45,0.84,0
genesis_48,1,4.0,1,46,0.84,0
genesis_49,1,4.0,1,47,0.84,0
genesis_5,1,4.0,1,48,0.84,0
genesis_50,1,4.0,1,49,0.84,0
genesis_51,1,4.0,1,50,0.84,0
genesis_51,1,4.0,1,51,0.84,0
genesis_52,1,4.0,1,52,0.84,0
genesis_53,1,4.0,1,53,0.84,0
genesis_54,1,4.0,1,54,0.84,0
genesis_55,1,4.0,1,55,0.84,0
genesis_56,1,4.0,1,56,0.84,0
genesis_57,1,4.0,1,57,0.84,0
genesis_58,1,4.0,1,58,0.84,0
genesis_59,1,4.0,1,59,0.84,0
genesis_6,1,4.0,1,60,0.84,0
genesis_60,1,4.0,1,61,0.84,0
genesis_61,1,4.0,1,62,0.84,0
genesis_62,1,4.0,1,63,0.84,0
genesis_62,1,4.0,1,64,0.84,0
genesis_64,1,4.0,1,65,0.84,0
genesis_65,1,4.0,1,66,0.84,0
genesis_66,1,4.0,1,67,0.84,0
genesis_67,1,4.0,1,68,0.84,0
genesis_68,1,4.0,1,69,0.84,0
genesis_69,1,4.0,1,70,0.84,0
genesis_7,1,4.0,1,71,0.84,0
genesis_70,1,4.0,1,72,0.84,0
genesis_71,1,4.0,1,73,0.84,0
genesis_72,1,4.0,1,74,0.84,0
genesis_73,1,4.0,1,75,0.84,0
genesis_74,1,4.0,1,76,0.84,0
genesis_75,1,4.0,1,77,0.84,0
genesis_76,1,4.0,1,78,0.84,0
genesis_78,1,4.0,1,79,0.84,0
genesis_79,1,4.0,1,80,0.84,0
genesis_8,1,4.0,1,81,0.84,0
genesis_80,1,4.0,1,82,0.84,0
genesis_81,1,4.0,1,83,0.84,0
genesis_82,1,4.0,1,84,0.84,0
genesis_83,1,4.0,1,85,0.84,0
genesis_84,1,4.0,1,86,0.84,0
genesis_85,1,4.0,1,87,0.84,0
genesis_86,1,4.0,1,88,0.84,0
genesis_87,1,4.0,1,89,0.84,0
genesis_88,1,4.0,1,90,0.84,0
genesis_89,1,4.0,1,91,0.84,0
genesis_9,1,4.0,1,92,0.84,0
genesis_90,1,4.0,1,93,0.84,0
genesis_92,1,4.0,1,94,0.84,0
genesis_93,1,4.0,1,95,0.84,0
genesis_94,1,4.0,1,96,0.84,0
genesis_95,1,4.0,1,97,0.84,0
genesis_96,1,4.0,1,98,0.84,0
genesis_96,1,4.0,1,99,0.84,0
