name,value,year,lastValue,rank,dist,diff
techbytes,1,47.0,1,90,0.92,0
tembo,1,47.0,1,91,0.92,0
thepool,1,47.0,1,92,0.92,0
threelittlepig,1,47.0,1,93,0.92,0
vega,1,47.0,1,94,0.92,0
veriform,1,47.0,1,95,0.92,0
vipertkd,1,47.0,1,96,0.92,0
vrlc92,1,47.0,1,97,0.92,0
will,1,47.0,1,98,0.92,0
xujian,1,47.0,1,99,0.92,0
yuandian,1,47.0,1,100,0.92,0
zy1349,1,47.0,1,101,0.92,0
4miners.net,1,48.0,1,1,0.96,1
acheng,1,48.0,1,2,0.96,1
adrianhunter,1,48.0,1,3,0.96,1
anonymous,1,48.0,1,4,0.96,1
atreides,1,48.0,1,5,0.96,1
augurproject,1,48.0,1,6,0.96,1
badman0316,1,48.0,1,7,0.96,1
bigfisher,1,48.0,1,8,0.96,1
bigtom,1,48.0,1,9,0.96,1
bilibili,1,48.0,1,10,0.96,1
bioly,1,48.0,1,11,0.96,1
bitbanksy,1,48.0,1,12,0.96,1
blackswan,1,48.0,1,13,0.96,1
cai,1,48.0,1,14,0.96,1
carolina,1,48.0,1,15,0.96,1
catstar,1,48.0,1,16,0.96,1
cc001,1,48.0,1,17,0.96,1
chamberlain,1,48.0,1,18,0.96,1
china,1,48.0,1,19,0.96,1
communitypool,1,48.0,1,20,0.96,1
corsaro,1,48.0,1,21,0.96,1
crodam,1,48.0,1,22,0.96,1
crolisk,1,48.0,1,23,0.96,1
dakini,1,48.0,1,24,0.96,1
dakk,1,48.0,1,25,0.96,1
densmirnov,1,48.0,1,26,0.96,1
devasive,1,48.0,1,27,0.96,1
eastwind_ja,1,48.0,1,28,0.96,1
eclipsun,1,48.0,1,29,0.96,1
eely_delving,1,48.0,1,30,0.96,1
elonhan,1,48.0,1,31,0.96,1
forger_of_lisk,1,48.0,1,32,0.96,1
forrest,1,48.0,1,33,0.96,1
goldeneye,1,48.0,1,34,0.96,1
goodtimes,1,48.0,1,35,0.96,1
gr33ndrag0n,1,48.0,1,36,0.96,1
grajsondelegate,1,48.0,1,37,0.96,1
grumlin,1,48.0,1,38,0.96,1
highrollerspool,1,48.0,1,39,0.96,1
hmachado,1,48.0,1,40,0.96,1
honeybee,1,48.0,1,41,0.96,1
hong,1,48.0,1,42,0.96,1
hoop,1,48.0,1,43,0.96,1
hua,1,48.0,1,44,0.96,1
iii.element.iii,1,48.0,1,45,0.96,1
index,1,48.0,1,46,0.96,1
isabella,1,48.0,1,47,0.96,1
jiandan,1,48.0,1,48,0.96,1
jixie,1,48.0,1,49,0.96,1
joel,1,48.0,1,50,0.96,1
kaystar,1,48.0,1,51,0.96,1
kc,1,48.0,1,52,0.96,1
khitan,1,48.0,1,53,0.96,1
kushed.delegate,1,48.0,1,54,0.96,1
leo,1,48.0,1,55,0.96,1
liberspirita,1,48.0,1,56,0.96,1
liskgate,1,48.0,1,57,0.96,1
liskit,1,48.0,1,58,0.96,1
liskjp,1,48.0,1,59,0.96,1
liskpool.top,1,48.0,1,60,0.96,1
liskpool_com_01,1,48.0,1,61,0.96,1
liskroad,1,48.0,1,62,0.96,1
loveforever,1,48.0,1,63,0.96,1
luiz,1,48.0,1,64,0.96,1
luukas,1,48.0,1,65,0.96,1
luxiang7890,1,48.0,1,66,0.96,1
lwyrup,1,48.0,1,67,0.96,1
mac,1,48.0,1,68,0.96,1
menfei,1,48.0,1,69,0.96,1
mrgr,1,48.0,1,70,0.96,1
mrv,1,48.0,1,71,0.96,1
nerigal,1,48.0,1,72,0.96,1
ntelo,1,48.0,1,73,0.96,1
odsejen,1,48.0,1,74,0.96,1
panzer,1,48.0,1,75,0.96,1
phinx,1,48.0,1,76,0.96,1
phoenix1969,1,48.0,1,77,0.96,1
polycrypto,1,48.0,1,78,0.96,1
punkrock,1,48.0,1,79,0.96,1
robinhood,1,48.0,1,80,0.96,1
rooney,1,48.0,1,81,0.96,1
samuray,1,48.0,1,82,0.96,1
savetheworld,1,48.0,1,83,0.96,1
seven,1,48.0,1,84,0.96,1
shinekami,1,48.0,1,85,0.96,1
someonesomeone,1,48.0,1,86,0.96,1
spacetrucker,1,48.0,1,87,0.96,1
splatters,1,48.0,1,88,0.96,1
stellardynamic,1,48.0,0,89,0.96,1
techbytes,1,48.0,1,90,0.96,1
tembo,1,48.0,1,91,0.96,1
thepool,1,48.0,1,92,0.96,1
threelittlepig,1,48.0,1,93,0.96,1
vega,1,48.0,1,94,0.96,1
veriform,1,48.0,1,95,0.96,1
vipertkd,1,48.0,1,96,0.96,1
vrlc92,1,48.0,1,97,0.96,1
will,1,48.0,1,98,0.96,1
xujian,1,48.0,1,99,0.96,1
yuandian,1,48.0,1,100,0.96,1
zy1349,1,48.0,1,101,0.96,1
4miners.net,1,49.0,1,1,0.98,0
acheng,1,49.0,1,2,0.98,0
adrianhunter,1,49.0,1,3,0.98,0
anonymous,1,49.0,1,4,0.98,0
atreides,1,49.0,1,5,0.98,0
augurproject,1,49.0,1,6,0.98,0
badman0316,1,49.0,1,7,0.98,0
bigfisher,1,49.0,1,8,0.98,0
bigtom,1,49.0,1,9,0.98,0
bilibili,1,49.0,1,10,0.98,0
bioly,1,49.0,1,11,0.98,0
bitbanksy,1,49.0,1,12,0.98,0
blackswan,1,49.0,1,13,0.98,0
cai,1,49.0,1,14,0.98,0
carolina,1,49.0,1,15,0.98,0
catstar,1,49.0,1,16,0.98,0
cc001,1,49.0,1,17,0.98,0
chamberlain,1,49.0,1,18,0.98,0
china,1,49.0,1,19,0.98,0
communitypool,1,49.0,1,20,0.98,0
corsaro,1,49.0,1,21,0.98,0
crodam,1,49.0,1,22,0.98,0
crolisk,1,49.0,1,23,0.98,0
dakini,1,49.0,1,24,0.98,0
dakk,1,49.0,1,25,0.98,0
densmirnov,1,49.0,1,26,0.98,0
devasive,1,49.0,1,27,0.98,0
eastwind_ja,1,49.0,1,28,0.98,0
eclipsun,1,49.0,1,29,0.98,0
eely_delving,1,49.0,1,30,0.98,0
elonhan,1,49.0,1,31,0.98,0
forger_of_lisk,1,49.0,1,32,0.98,0
forrest,1,49.0,1,33,0.98,0
goldeneye,1,49.0,1,34,0.98,0
goodtimes,1,49.0,1,35,0.98,0
gr33ndrag0n,1,49.0,1,36,0.98,0
grajsondelegate,1,49.0,1,37,0.98,0
grumlin,1,49.0,1,38,0.98,0
hagie,1,49.0,1,39,0.98,0
highrollerspool,1,49.0,1,40,0.98,0
hmachado,1,49.0,1,41,0.98,0
honeybee,1,49.0,1,42,0.98,0
hong,1,49.0,1,43,0.98,0
hoop,1,49.0,1,44,0.98,0
hua,1,49.0,1,45,0.98,0
iii.element.iii,1,49.0,1,46,0.98,0
index,1,49.0,1,47,0.98,0
isabella,1,49.0,1,48,0.98,0
jiandan,1,49.0,1,49,0.98,0
jixie,1,49.0,1,50,0.98,0
joel,1,49.0,1,51,0.98,0
kaystar,1,49.0,1,52,0.98,0
kc,1,49.0,1,53,0.98,0
khitan,1,49.0,1,54,0.98,0
leo,1,49.0,1,55,0.98,0
liberspirita,1,49.0,1,56,0.98,0
liskgate,1,49.0,1,57,0.98,0
liskit,1,49.0,1,58,0.98,0
liskjp,1,49.0,1,59,0.98,0
liskpool.top,1,49.0,1,60,0.98,0
liskpool_com_01,1,49.0,1,61,0.98,0
liskroad,1,49.0,1,62,0.98,0
loveforever,1,49.0,1,63,0.98,0
luiz,1,49.0,1,64,0.98,0
luukas,1,49.0,1,65,0.98,0
luxiang7890,1,49.0,1,66,0.98,0
lwyrup,1,49.0,1,67,0.98,0
mac,1,49.0,1,68,0.98,0
menfei,1,49.0,1,69,0.98,0
mrgr,1,49.0,1,70,0.98,0
mrv,1,49.0,1,71,0.98,0
nerigal,1,49.0,1,72,0.98,0
ntelo,1,49.0,1,73,0.98,0
odsejen,1,49.0,1,74,0.98,0
panzer,1,49.0,1,75,0.98,0
phinx,1,49.0,1,76,0.98,0
phoenix1969,1,49.0,1,77,0.98,0
polycrypto,1,49.0,1,78,0.98,0
punkrock,1,49.0,1,79,0.98,0
robinhood,1,49.0,1,80,0.98,0
rooney,1,49.0,1,81,0.98,0
samuray,1,49.0,1,82,0.98,0
savetheworld,1,49.0,1,83,0.98,0
seven,1,49.0,1,84,0.98,0
shinekami,1,49.0,1,85,0.98,0
someonesomeone,1,49.0,1,86,0.98,0
spacetrucker,1,49.0,1,87,0.98,0
splatters,1,49.0,1,88,0.98,0
stellardynamic,1,49.0,1,89,0.98,0
techbytes,1,49.0,1,90,0.98,0
tembo,1,49.0,1,91,0.98,0
thepool,1,49.0,1,92,0.98,0
threelittlepig,1,49.0,1,93,0.98,0
vega,1,49.0,1,94,0.98,0
veriform,1,49.0,1,95,0.98,0
vipertkd,1,49.0,1,96,0.98,0
vrlc92,1,49.0,1,97,0.98,0
will,1,49.0,1,98,0.98,0
xujian,1,49.0,1,99,0.98,0
yuandian,1,49.0,1,100,0.98,0
zy1349,1,49.0,1,101,0.98,0
4miners.net,1,50.0,1,1,0.91,0
acheng,1,50.0,1,2,0.91,0
adrianhunter,1,50.0,1,3,0.91,0
anonymous,1,50.0,1,4,0.91,0
atreides,1,50.0,1,5,0.91,0
augurproject,1,50.0,1,6,0.91,0
badman0316,1,50.0,1,7,0.91,0
bangomatic,1,50.0,1,8,0.91,0
bigfisher,1,50.0,1,9,0.91,0
bigtom,1,50.0,1,10,0.91,0
bilibili,1,50.0,1,11,0.91,0
bioly,1,50.0,1,12,0.91,0
bitbanksy,1,50.0,1,13,0.91,0
blackswan,1,50.0,1,14,0.91,0
cai,1,50.0,1,15,0.91,0
carolina,1,50.0,1,16,0.91,0
catstar,1,50.0,1,17,0.91,0
cc001,1,50.0,1,18,0.91,0
chamberlain,1,50.0,1,19,0.91,0
china,1,50.0,1,20,0.91,0
communitypool,1,50.0,1,21,0.91,0
corsaro,1,50.0,1,22,0.91,0
crodam,1,50.0,1,23,0.91,0
crolisk,1,50.0,1,24,0.91,0
dakini,1,50.0,1,25,0.91,0
dakk,1,50.0,1,26,0.91,0
densmirnov,1,50.0,1,27,0.91,0
devasive,1,50.0,1,28,0.91,0
eastwind_ja,1,50.0,1,29,0.91,0
eclipsun,1,50.0,1,30,0.91,0
eely_delving,1,50.0,1,31,0.91,0
elonhan,1,50.0,1,32,0.91,0
forger_of_lisk,1,50.0,1,33,0.91,0
forrest,1,50.0,1,34,0.91,0
goldeneye,1,50.0,1,35,0.91,0
goodtimes,1,50.0,1,36,0.91,0
gr33ndrag0n,1,50.0,1,37,0.91,0
grajsondelegate,1,50.0,1,38,0.91,0
grumlin,1,50.0,1,39,0.91,0
hmachado,1,50.0,1,40,0.91,0
honeybee,1,50.0,1,41,0.91,0
hong,1,50.0,1,42,0.91,0
hoop,1,50.0,1,43,0.91,0
hua,1,50.0,1,44,0.91,0
iii.element.iii,1,50.0,1,45,0.91,0
index,1,50.0,1,46,0.91,0
isabella,1,50.0,1,47,0.91,0
jiandan,1,50.0,1,48,0.91,0
jixie,1,50.0,1,49,0.91,0
kaystar,1,50.0,1,50,0.91,0
kc,1,50.0,1,51,0.91,0
khitan,1,50.0,1,52,0.91,0
lamar,1,50.0,1,53,0.91,0
leo,1,50.0,1,54,0.91,0
liberspirita,1,50.0,1,55,0.91,0
liskgate,1,50.0,1,56,0.91,0
liskit,1,50.0,1,57,0.91,0
liskjp,1,50.0,1,58,0.91,0
liskpool.top,1,50.0,1,59,0.91,0
liskpool_com_01,1,50.0,1,60,0.91,0
liskroad,1,50.0,1,61,0.91,0
loveforever,1,50.0,1,62,0.91,0
luiz,1,50.0,1,63,0.91,0
luukas,1,50.0,1,64,0.91,0
luxiang7890,1,50.0,1,65,0.91,0
lwyrup,1,50.0,1,66,0.91,0
mac,1,50.0,1,67,0.91,0
menfei,1,50.0,1,68,0.91,0
mrgr,1,50.0,1,69,0.91,0
mrv,1,50.0,1,70,0.91,0
nerigal,1,50.0,1,71,0.91,0
ntelo,1,50.0,1,72,0.91,0
odsejen,1,50.0,1,73,0.91,0
ondin,1,50.0,1,74,0.91,0
panzer,1,50.0,1,75,0.91,0
phinx,1,50.0,1,76,0.91,0
phoenix1969,1,50.0,1,77,0.91,0
polycrypto,1,50.0,1,78,0.91,0
punkrock,1,50.0,1,79,0.91,0
robinhood,1,50.0,1,80,0.91,0
rooney,1,50.0,1,81,0.91,0
samuray,1,50.0,1,82,0.91,0
samuray,1,50.0,1,83,0.91,0
savetheworld,1,50.0,1,84,0.91,0
seven,1,50.0,1,85,0.91,0
sgdias,1,50.0,1,86,0.91,0
shinekami,1,50.0,1,87,0.91,0
someonesomeone,1,50.0,1,88,0.91,0
spacetrucker,1,50.0,1,89,0.91,0
stellardynamic,1,50.0,1,90,0.91,0
techbytes,1,50.0,1,91,0.91,0
tembo,1,50.0,1,92,0.91,0
thepool,1,50.0,1,93,0.91,0
threelittlepig,1,50.0,1,94,0.91,0
veriform,1,50.0,1,95,0.91,0
vipertkd,1,50.0,1,96,0.91,0
vrlc92,1,50.0,1,97,0.91,0
will,1,50.0,1,98,0.91,0
xujian,1,50.0,1,99,0.91,0
yuandian,1,50.0,1,100,0.91,0
zy1349,1,50.0,1,101,0.91,0
4miners.net,1,51.0,1,1,0.91,0
acheng,1,51.0,1,2,0.91,0
adrianhunter,1,51.0,1,3,0.91,0
atreides,1,51.0,1,4,0.91,0
augurproject,1,51.0,1,5,0.91,0
augurproject,1,51.0,1,6,0.91,0
badman0316,1,51.0,1,7,0.91,0
bigfisher,1,51.0,1,8,0.91,0
bigtom,1,51.0,1,9,0.91,0
bilibili,1,51.0,1,10,0.91,0
bioly,1,51.0,1,11,0.91,0
bitbanksy,1,51.0,1,12,0.91,0
blackswan,1,51.0,1,13,0.91,0
cai,1,51.0,1,14,0.91,0
carolina,1,51.0,1,15,0.91,0
catstar,1,51.0,1,16,0.91,0
cc001,1,51.0,1,17,0.91,0
chamberlain,1,51.0,1,18,0.91,0
china,1,51.0,1,19,0.91,0
communitypool,1,51.0,1,20,0.91,0
corsaro,1,51.0,1,21,0.91,0
crodam,1,51.0,1,22,0.91,0
crolisk,1,51.0,1,23,0.91,0
dakini,1,51.0,1,24,0.91,0
dakk,1,51.0,1,25,0.91,0
densmirnov,1,51.0,1,26,0.91,0
devasive,1,51.0,1,27,0.91,0
eastwind_ja,1,51.0,1,28,0.91,0
eclipsun,1,51.0,1,29,0.91,0
eely_delving,1,51.0,1,30,0.91,0
elonhan,1,51.0,1,31,0.91,0
forger_of_lisk,1,51.0,1,32,0.91,0
forrest,1,51.0,1,33,0.91,0
goldeneye,1,51.0,1,34,0.91,0
goodtimes,1,51.0,1,35,0.91,0
gr33ndrag0n,1,51.0,1,36,0.91,0
grajsondelegate,1,51.0,1,37,0.91,0
grumlin,1,51.0,1,38,0.91,0
hagie,1,51.0,1,39,0.91,0
hmachado,1,51.0,1,40,0.91,0
honeybee,1,51.0,1,41,0.91,0
hong,1,51.0,1,42,0.91,0
hoop,1,51.0,1,43,0.91,0
hua,1,51.0,1,44,0.91,0
iii.element.iii,1,51.0,1,45,0.91,0
index,1,51.0,1,46,0.91,0
isabella,1,51.0,1,47,0.91,0
jiandan,1,51.0,1,48,0.91,0
jiandan,1,51.0,1,49,0.91,0
jixie,1,51.0,1,50,0.91,0
joel,1,51.0,1,51,0.91,0
kaystar,1,51.0,1,52,0.91,0
kc,1,51.0,1,53,0.91,0
khitan,1,51.0,1,54,0.91,0
leo,1,51.0,1,55,0.91,0
liberspirita,1,51.0,1,56,0.91,0
liskgate,1,51.0,1,57,0.91,0
liskit,1,51.0,1,58,0.91,0
liskjp,1,51.0,1,59,0.91,0
liskpool.top,1,51.0,1,60,0.91,0
liskpool_com_01,1,51.0,1,61,0.91,0
liskroad,1,51.0,1,62,0.91,0
luiz,1,51.0,1,63,0.91,0
luukas,1,51.0,1,64,0.91,0
luxiang7890,1,51.0,1,65,0.91,0
lwyrup,1,51.0,1,66,0.91,0
mac,1,51.0,1,67,0.91,0
menfei,1,51.0,1,68,0.91,0
mrgr,1,51.0,1,69,0.91,0
mrv,1,51.0,1,70,0.91,0
nerigal,1,51.0,1,71,0.91,0
ntelo,1,51.0,1,72,0.91,0
odsejen,1,51.0,1,73,0.91,0
ondin,1,51.0,1,74,0.91,0
panzer,1,51.0,1,75,0.91,0
phinx,1,51.0,1,76,0.91,0
phoenix1969,1,51.0,1,77,0.91,0
polycrypto,1,51.0,1,78,0.91,0
punkrock,1,51.0,1,79,0.91,0
robinhood,1,51.0,1,80,0.91,0
rooney,1,51.0,1,81,0.91,0
samuray,1,51.0,1,82,0.91,0
savetheworld,1,51.0,1,83,0.91,0
seven,1,51.0,1,84,0.91,0
sgdias,1,51.0,1,85,0.91,0
shinekami,1,51.0,1,86,0.91,0
someonesomeone,1,51.0,1,87,0.91,0
spacetrucker,1,51.0,1,88,0.91,0
stellardynamic,1,51.0,1,89,0.91,0
techbytes,1,51.0,1,90,0.91,0
tembo,1,51.0,1,91,0.91,0
thepool,1,51.0,1,92,0.91,0
threelittlepig,1,51.0,1,93,0.91,0
vega,1,51.0,1,94,0.91,0
veriform,1,51.0,1,95,0.91,0
vipertkd,1,51.0,1,96,0.91,0
vrlc92,1,51.0,1,97,0.91,0
will,1,51.0,1,98,0.91,0
xujian,1,51.0,1,99,0.91,0
yuandian,1,51.0,1,100,0.91,0
zy1349,1,51.0,1,101,0.91,0
4miners.net,1,52.0,1,1,0.94,0
acheng,1,52.0,1,2,0.94,0
adrianhunter,1,52.0,1,3,0.94,0
anonymous,1,52.0,1,4,0.94,0
atreides,1,52.0,1,5,0.94,0
augurproject,1,52.0,1,6,0.94,0
badman0316,1,52.0,1,7,0.94,0
bigfisher,1,52.0,1,8,0.94,0
bigtom,1,52.0,1,9,0.94,0
bilibili,1,52.0,1,10,0.94,0
bioly,1,52.0,1,11,0.94,0
bitbanksy,1,52.0,1,12,0.94,0
blackswan,1,52.0,1,13,0.94,0
cai,1,52.0,1,14,0.94,0
carolina,1,52.0,1,15,0.94,0
catstar,1,52.0,1,16,0.94,0
cc001,1,52.0,1,17,0.94,0
chamberlain,1,52.0,1,18,0.94,0
china,1,52.0,1,19,0.94,0
communitypool,1,52.0,1,20,0.94,0
corsaro,1,52.0,1,21,0.94,0
crodam,1,52.0,1,22,0.94,0
crolisk,1,52.0,1,23,0.94,0
dakini,1,52.0,1,24,0.94,0
dakk,1,52.0,1,25,0.94,0
densmirnov,1,52.0,1,26,0.94,0
devasive,1,52.0,1,27,0.94,0
eastwind_ja,1,52.0,1,28,0.94,0
eclipsun,1,52.0,1,29,0.94,0
eely_delving,1,52.0,1,30,0.94,0
elonhan,1,52.0,1,31,0.94,0
forger_of_lisk,1,52.0,1,32,0.94,0
forrest,1,52.0,1,33,0.94,0
goldeneye,1,52.0,1,34,0.94,0
goodtimes,1,52.0,1,35,0.94,0
gr33ndrag0n,1,52.0,1,36,0.94,0
grajsondelegate,1,52.0,1,37,0.94,0
grumlin,1,52.0,1,38,0.94,0
hmachado,1,52.0,1,39,0.94,0
honeybee,1,52.0,1,40,0.94,0
hong,1,52.0,1,41,0.94,0
hoop,1,52.0,1,42,0.94,0
hua,1,52.0,1,43,0.94,0
iii.element.iii,1,52.0,1,44,0.94,0
index,1,52.0,1,45,0.94,0
isabella,1,52.0,1,46,0.94,0
jiandan,1,52.0,1,47,0.94,0
jixie,1,52.0,1,48,0.94,0
joel,1,52.0,1,49,0.94,0
kaystar,1,52.0,1,50,0.94,0
kc,1,52.0,1,51,0.94,0
khitan,1,52.0,1,52,0.94,0
leo,1,52.0,1,53,0.94,0
liberspirita,1,52.0,1,54,0.94,0
liskgate,1,52.0,1,55,0.94,0
liskit,1,52.0,1,56,0.94,0
liskjp,1,52.0,1,57,0.94,0
liskpool.top,1,52.0,1,58,0.94,0
liskpool_com_01,1,52.0,1,59,0.94,0
liskroad,1,52.0,1,60,0.94,0
loveforever,1,52.0,1,61,0.94,0
luiz,1,52.0,1,62,0.94,0
luukas,1,52.0,1,63,0.94,0
luxiang7890,1,52.0,1,64,0.94,0
lwyrup,1,52.0,1,65,0.94,0
mac,1,52.0,1,66,0.94,0
menfei,1,52.0,1,67,0.94,0
mrgr,1,52.0,1,68,0.94,0
mrv,1,52.0,1,69,0.94,0
nerigal,1,52.0,1,70,0.94,0
ntelo,1,52.0,1,71,0.94,0
odsejen,1,52.0,1,72,0.94,0
ondin,1,52.0,1,73,0.94,0
panzer,1,52.0,1,74,0.94,0
phinx,1,52.0,1,75,0.94,0
phoenix1969,1,52.0,1,76,0.94,0
polycrypto,1,52.0,1,77,0.94,0
punkrock,1,52.0,1,78,0.94,0
redsn0w,1,52.0,1,79,0.94,0
robinhood,1,52.0,1,80,0.94,0
rooney,1,52.0,1,81,0.94,0
samuray,1,52.0,1,82,0.94,0
savetheworld,1,52.0,1,83,0.94,0
seven,1,52.0,1,84,0.94,0
sgdias,1,52.0,1,85,0.94,0
shinekami,1,52.0,1,86,0.94,0
someonesomeone,1,52.0,1,87,0.94,0
spacetrucker,1,52.0,1,88,0.94,0
stellardynamic,1,52.0,1,89,0.94,0
techbytes,1,52.0,1,90,0.94,0
tembo,1,52.0,1,91,0.94,0
thepool,1,52.0,1,92,0.94,0
threelittlepig,1,52.0,1,93,0.94,0
vega,1,52.0,1,94,0.94,0
veriform,1,52.0,1,95,0.94,0
vipertkd,1,52.0,1,96,0.94,0
vrlc92,1,52.0,1,97,0.94,0
will,1,52.0,1,98,0.94,0
xujian,1,52.0,1,99,0.94,0
yuandian,1,52.0,1,100,0.94,0
zy1349,1,52.0,1,101,0.94,0
4miners.net,1,53.0,1,1,0.94,1
acheng,1,53.0,1,2,0.94,1
adrianhunter,1,53.0,1,3,0.94,1
atreides,1,53.0,1,4,0.94,1
augurproject,1,53.0,1,5,0.94,1
badman0316,1,53.0,1,6,0.94,1
bigtom,1,53.0,1,7,0.94,1
bilibili,1,53.0,1,8,0.94,1
bioly,1,53.0,1,9,0.94,1
bitbanksy,1,53.0,1,10,0.94,1
blackswan,1,53.0,1,11,0.94,1
cai,1,53.0,1,12,0.94,1
carolina,1,53.0,1,13,0.94,1
catstar,1,53.0,1,14,0.94,1
cc001,1,53.0,1,15,0.94,1
chamberlain,1,53.0,1,16,0.94,1
china,1,53.0,1,17,0.94,1
communitypool,1,53.0,1,18,0.94,1
corsaro,1,53.0,1,19,0.94,1
crodam,1,53.0,1,20,0.94,1
crolisk,1,53.0,1,21,0.94,1
dakini,1,53.0,1,22,0.94,1
dakk,1,53.0,1,23,0.94,1
densmirnov,1,53.0,1,24,0.94,1
devasive,1,53.0,1,25,0.94,1
eastwind_ja,1,53.0,1,26,0.94,1
eclipsun,1,53.0,1,27,0.94,1
eely_delving,1,53.0,1,28,0.94,1
elonhan,1,53.0,1,29,0.94,1
forger_of_lisk,1,53.0,1,30,0.94,1
forrest,1,53.0,1,31,0.94,1
goldeneye,1,53.0,1,32,0.94,1
goodtimes,1,53.0,1,33,0.94,1
gr33ndrag0n,1,53.0,1,34,0.94,1
grajsondelegate,1,53.0,1,35,0.94,1
grumlin,1,53.0,1,36,0.94,1
hagie,1,53.0,1,37,0.94,1
hmachado,1,53.0,1,38,0.94,1
honeybee,1,53.0,1,39,0.94,1
hong,1,53.0,1,40,0.94,1
hoop,1,53.0,1,41,0.94,1
hoop,1,53.0,1,42,0.94,1
hua,1,53.0,1,43,0.94,1
iii.element.iii,1,53.0,1,44,0.94,1
index,1,53.0,1,45,0.94,1
jiandan,1,53.0,1,46,0.94,1
jixie,1,53.0,1,47,0.94,1
joel,1,53.0,1,48,0.94,1
kaystar,1,53.0,1,49,0.94,1
kc,1,53.0,1,50,0.94,1
khitan,1,53.0,1,51,0.94,1
leo,1,53.0,1,52,0.94,1
liberspirita,1,53.0,1,53,0.94,1
lightcurve,1,53.0,0,54,0.94,1
liskgate,1,53.0,1,55,0.94,1
liskit,1,53.0,1,56,0.94,1
liskjp,1,53.0,1,57,0.94,1
liskpool.top,1,53.0,1,58,0.94,1
liskpool_com_01,1,53.0,1,59,0.94,1
liskroad,1,53.0,1,60,0.94,1
loveforever,1,53.0,1,61,0.94,1
luiz,1,53.0,1,62,0.94,1
luukas,1,53.0,1,63,0.94,1
luxiang7890,1,53.0,1,64,0.94,1
lwyrup,1,53.0,1,65,0.94,1
mac,1,53.0,1,66,0.94,1
menfei,1,53.0,1,67,0.94,1
mrgr,1,53.0,1,68,0.94,1
mrv,1,53.0,1,69,0.94,1
nerigal,1,53.0,1,70,0.94,1
ntelo,1,53.0,1,71,0.94,1
odsejen,1,53.0,1,72,0.94,1
ondin,1,53.0,1,73,0.94,1
panzer,1,53.0,1,74,0.94,1
phinx,1,53.0,1,75,0.94,1
phoenix1969,1,53.0,1,76,0.94,1
polycrypto,1,53.0,1,77,0.94,1
punkrock,1,53.0,1,78,0.94,1
redsn0w,1,53.0,1,79,0.94,1
robinhood,1,53.0,1,80,0.94,1
rooney,1,53.0,1,81,0.94,1
samuray,1,53.0,1,82,0.94,1
savetheworld,1,53.0,1,83,0.94,1
seven,1,53.0,1,84,0.94,1
sgdias,1,53.0,1,85,0.94,1
shinekami,1,53.0,1,86,0.94,1
someonesomeone,1,53.0,1,87,0.94,1
spacetrucker,1,53.0,1,88,0.94,1
stellardynamic,1,53.0,1,89,0.94,1
techbytes,1,53.0,1,90,0.94,1
tembo,1,53.0,1,91,0.94,1
thepool,1,53.0,1,92,0.94,1
threelittlepig,1,53.0,1,93,0.94,1
vega,1,53.0,1,94,0.94,1
veriform,1,53.0,1,95,0.94,1
vipertkd,1,53.0,1,96,0.94,1
vrlc92,1,53.0,1,97,0.94,1
will,1,53.0,1,98,0.94,1
xujian,1,53.0,1,99,0.94,1
yuandian,1,53.0,1,100,0.94,1
zy1349,1,53.0,1,101,0.94,1
4miners.net,1,54.0,1,1,0.96,0
acheng,1,54.0,1,2,0.96,0
adrianhunter,1,54.0,1,3,0.96,0
atreides,1,54.0,1,4,0.96,0
augurproject,1,54.0,1,5,0.96,0
badman0316,1,54.0,1,6,0.96,0
bigfisher,1,54.0,1,7,0.96,0
bigtom,1,54.0,1,8,0.96,0
bilibili,1,54.0,1,9,0.96,0
bioly,1,54.0,1,10,0.96,0
bitbanksy,1,54.0,1,11,0.96,0
blackswan,1,54.0,1,12,0.96,0
cai,1,54.0,1,13,0.96,0
carolina,1,54.0,1,14,0.96,0
catstar,1,54.0,1,15,0.96,0
cc001,1,54.0,1,16,0.96,0
chamberlain,1,54.0,1,17,0.96,0
china,1,54.0,1,18,0.96,0
communitypool,1,54.0,1,19,0.96,0
corsaro,1,54.0,1,20,0.96,0
crodam,1,54.0,1,21,0.96,0
crolisk,1,54.0,1,22,0.96,0
dakini,1,54.0,1,23,0.96,0
dakk,1,54.0,1,24,0.96,0
densmirnov,1,54.0,1,25,0.96,0
devasive,1,54.0,1,26,0.96,0
eastwind_ja,1,54.0,1,27,0.96,0
eclipsun,1,54.0,1,28,0.96,0
eely_delving,1,54.0,1,29,0.96,0
elonhan,1,54.0,1,30,0.96,0
forger_of_lisk,1,54.0,1,31,0.96,0
forrest,1,54.0,1,32,0.96,0
goldeneye,1,54.0,1,33,0.96,0
goldeneye,1,54.0,1,34,0.96,0
goodtimes,1,54.0,1,35,0.96,0
gr33ndrag0n,1,54.0,1,36,0.96,0
grajsondelegate,1,54.0,1,37,0.96,0
grumlin,1,54.0,1,38,0.96,0
hagie,1,54.0,1,39,0.96,0
hmachado,1,54.0,1,40,0.96,0
honeybee,1,54.0,1,41,0.96,0
hong,1,54.0,1,42,0.96,0
hoop,1,54.0,1,43,0.96,0
hua,1,54.0,1,44,0.96,0
iii.element.iii,1,54.0,1,45,0.96,0
index,1,54.0,1,46,0.96,0
jiandan,1,54.0,1,47,0.96,0
