name,value,timeunit,lastValue,rank,dist,diff
ravelou,1,4.0,0,40,0.82,1
realnoah,1,4.0,1,41,0.82,1
seatrips,1,4.0,1,42,0.82,1
sidzero,1,4.0,1,43,0.82,1
smartthings,1,4.0,1,44,0.82,1
someonesomeone,1,4.0,1,45,0.82,1
therock,1,4.0,1,46,0.82,1
tibonos,1,4.0,1,47,0.82,1
tintumon,1,4.0,1,48,0.82,1
toad,1,4.0,1,49,0.82,1
wes,1,4.0,1,50,0.82,1
xujian,1,4.0,1,51,0.82,1
anamix,1,5.0,1,1,0.89,1
ararat,1,5.0,1,2,0.89,1
arc,1,5.0,1,3,0.89,1
ares,1,5.0,1,4,0.89,1
arkimedes,1,5.0,1,5,0.89,1
arknet,1,5.0,1,6,0.89,1
arkpool,1,5.0,1,7,0.89,1
arktipbot,1,5.0,1,8,0.89,1
arky,1,5.0,1,9,0.89,1
atreides_wannabe,1,5.0,1,10,0.89,1
axi,1,5.0,1,11,0.89,1
bangomatic,1,5.0,1,12,0.89,1
bioly,1,5.0,1,13,0.89,1
chiiky_2,1,5.0,1,14,0.89,1
corsaro,1,5.0,1,15,0.89,1
cryptolanka123,1,5.0,1,16,0.89,1
dafty,1,5.0,1,17,0.89,1
digitron,1,5.0,1,18,0.89,1
diplo,1,5.0,1,19,0.89,1
doc,1,5.0,1,20,0.89,1
doom,1,5.0,1,21,0.89,1
elegato,1,5.0,0,22,0.89,1
emotive_ark,1,5.0,1,23,0.89,1
ghostfaceuk,1,5.0,1,24,0.89,1
gr33ndrag0n,1,5.0,1,25,0.89,1
hagie,1,5.0,1,26,0.89,1
heliohash,1,5.0,1,27,0.89,1
jamiec79,1,5.0,1,28,0.89,1
jimbob,1,5.0,1,29,0.89,1
jiraffes,1,5.0,1,30,0.89,1
kiashaan,1,5.0,1,31,0.89,1
kolap,1,5.0,1,32,0.89,1
mody1996,1,5.0,1,33,0.89,1
mr.arklife,1,5.0,1,34,0.89,1
natalie,1,5.0,1,35,0.89,1
nikitab12,1,5.0,1,36,0.89,1
ondin,1,5.0,1,37,0.89,1
pitbull,1,5.0,1,38,0.89,1
rasputin,1,5.0,1,39,0.89,1
realnoah,1,5.0,1,40,0.89,1
samuray,1,5.0,1,41,0.89,1
seatrips,1,5.0,1,42,0.89,1
sidzero,1,5.0,1,43,0.89,1
smartthings,1,5.0,1,44,0.89,1
someonesomeone,1,5.0,1,45,0.89,1
therock,1,5.0,1,46,0.89,1
tibonos,1,5.0,1,47,0.89,1
tintumon,1,5.0,1,48,0.89,1
toad,1,5.0,1,49,0.89,1
wes,1,5.0,1,50,0.89,1
xujian,1,5.0,1,51,0.89,1
anamix,1,6.0,1,1,0.89,1
ararat,1,6.0,1,2,0.89,1
arc,1,6.0,1,3,0.89,1
ares,1,6.0,1,4,0.89,1
arkimedes,1,6.0,1,5,0.89,1
arknet,1,6.0,1,6,0.89,1
arkpool,1,6.0,1,7,0.89,1
arktipbot,1,6.0,1,8,0.89,1
arky,1,6.0,1,9,0.89,1
axi,1,6.0,1,10,0.89,1
bangomatic,1,6.0,1,11,0.89,1
bioly,1,6.0,1,12,0.89,1
chiiky_2,1,6.0,1,13,0.89,1
corsaro,1,6.0,1,14,0.89,1
cryptolanka123,1,6.0,1,15,0.89,1
dafty,1,6.0,1,16,0.89,1
digitron,1,6.0,1,17,0.89,1
diplo,1,6.0,1,18,0.89,1
doc,1,6.0,1,19,0.89,1
doom,1,6.0,1,20,0.89,1
elegato,1,6.0,1,21,0.89,1
emotive_ark,1,6.0,1,22,0.89,1
forginator,1,6.0,1,23,0.89,1
ghostfaceuk,1,6.0,1,24,0.89,1
gr33ndrag0n,1,6.0,1,25,0.89,1
hagie,1,6.0,1,26,0.89,1
heliohash,1,6.0,1,27,0.89,1
jamiec79,1,6.0,1,28,0.89,1
jiraffes,1,6.0,1,29,0.89,1
kiashaan,1,6.0,1,30,0.89,1
kolap,1,6.0,1,31,0.89,1
mody1996,1,6.0,1,32,0.89,1
mr.arklife,1,6.0,1,33,0.89,1
natalie,1,6.0,1,34,0.89,1
nikitab12,1,6.0,1,35,0.89,1
ondin,1,6.0,1,36,0.89,1
rasputin,1,6.0,1,37,0.89,1
ravelou,1,6.0,1,38,0.89,1
realnoah,1,6.0,1,39,0.89,1
samuray,1,6.0,1,40,0.89,1
seatrips,1,6.0,1,41,0.89,1
sidzero,1,6.0,1,42,0.89,1
smartthings,1,6.0,1,43,0.89,1
someonesomeone,1,6.0,1,44,0.89,1
therock,1,6.0,1,45,0.89,1
tibonos,1,6.0,1,46,0.89,1
tintumon,1,6.0,1,47,0.89,1
toad,1,6.0,1,48,0.89,1
wes,1,6.0,1,49,0.89,1
xujian,1,6.0,1,50,0.89,1
zillion,1,6.0,0,51,0.89,1
alphabit_fund,1,7.0,0,1,0.85,2
anamix,1,7.0,1,2,0.85,2
ararat,1,7.0,1,3,0.85,2
arc,1,7.0,1,4,0.85,2
ares,1,7.0,1,5,0.85,2
arkimedes,1,7.0,1,6,0.85,2
arknet,1,7.0,1,7,0.85,2
arkpool,1,7.0,1,8,0.85,2
arktipbot,1,7.0,1,9,0.85,2
arky,1,7.0,1,10,0.85,2
atreides_wannabe,1,7.0,1,11,0.85,2
axi,1,7.0,1,12,0.85,2
bangomatic,1,7.0,1,13,0.85,2
bioly,1,7.0,1,14,0.85,2
chiiky_2,1,7.0,1,15,0.85,2
corsaro,1,7.0,1,16,0.85,2
cryptolanka123,1,7.0,1,17,0.85,2
dafty,1,7.0,1,18,0.85,2
digitron,1,7.0,1,19,0.85,2
doc,1,7.0,1,20,0.85,2
doom,1,7.0,1,21,0.85,2
emotive_ark,1,7.0,1,22,0.85,2
forginator,1,7.0,1,23,0.85,2
ghostfaceuk,1,7.0,1,24,0.85,2
gr33ndrag0n,1,7.0,1,25,0.85,2
hagie,1,7.0,1,26,0.85,2
heliohash,1,7.0,1,27,0.85,2
jamiec79,1,7.0,1,28,0.85,2
jarunik,1,7.0,0,29,0.85,2
jiraffes,1,7.0,1,30,0.85,2
kiashaan,1,7.0,1,31,0.85,2
kolap,1,7.0,1,32,0.85,2
mr.arklife,1,7.0,1,33,0.85,2
natalie,1,7.0,1,34,0.85,2
nikitab12,1,7.0,1,35,0.85,2
pitbull,1,7.0,1,36,0.85,2
rasputin,1,7.0,1,37,0.85,2
ravelou,1,7.0,1,38,0.85,2
realnoah,1,7.0,1,39,0.85,2
samuray,1,7.0,1,40,0.85,2
seatrips,1,7.0,1,41,0.85,2
sidzero,1,7.0,1,42,0.85,2
smartthings,1,7.0,1,43,0.85,2
someonesomeone,1,7.0,1,44,0.85,2
therock,1,7.0,1,45,0.85,2
tibonos,1,7.0,1,46,0.85,2
tintumon,1,7.0,1,47,0.85,2
toad,1,7.0,1,48,0.85,2
wes,1,7.0,1,49,0.85,2
xujian,1,7.0,1,50,0.85,2
