name,value,timeunit,lastValue,rank,dist,diff
isabella,0,6,0,19,0,0
dafty,0,6,0,20,0,0
ghostfaceuk,0,6,0,21,0,0
videodrome,0,6,0,22,0,0
elegato,0,6,0,23,0,0
doom,0,6,0,24,0,0
dandelion,0,6,0,25,0,0
arc,0,6,0,26,0,0
gr33ndrag0n,0,6,0,27,0,0
kiashaan,0,6,0,28,0,0
jamiec79,0,6,0,29,0,0
atreides_wannabe,0,6,0,30,0,0
soliury,0,6,0,31,0,0
doweig,0,6,0,32,0,0
xujian,0,6,0,33,0,0
diplo,0,6,0,34,0,0
someonesomeone,0,6,0,35,0,0
sidzero,0,6,0,36,0,0
arkeology,0,6,0,37,0,0
mainarknet,0,6,0,38,0,0
arkfuturesmartnode,0,6,0,39,0,0
tintumon,0,6,0,40,0,0
toad,0,6,0,41,0,0
bluedude,0,6,0,42,0,0
bioly,0,6,0,43,0,0
vega,0,6,0,44,0,0
monsterbit,0,6,0,45,0,0
slasheks,0,6,0,46,0,0
arkpool,0,6,0,47,0,0
lidware01,0,6,0,48,0,0
digitron,0,6,0,49,0,0
rasputin,0,6,0,50,0,0
digitron,0,7,0,0,0,0
arc,0,7,0,1,0,0
arktipbot,0,7,0,2,0,0
ondin,0,7,0,3,0,0
arkimedes,0,7,0,4,0,0
nothinghere,0,7,0,5,0,0
dandelion,0,7,0,6,0,0
hoop,0,7,0,7,0,0
corsaro,0,7,0,8,0,0
isabella,0,7,0,9,0,0
seatrips,0,7,0,10,0,0
tintumon,0,7,0,11,0,0
arky,0,7,0,12,0,0
hagie,0,7,0,13,0,0
someonesomeone,0,7,0,14,0,0
sockpuppet,0,7,0,15,0,0
dafty,0,7,0,16,0,0
mody1996,0,7,0,17,0,0
cannabanana,0,7,0,18,0,0
templar,0,7,0,19,0,0
nuevax,0,7,0,20,0,0
arkeology,0,7,0,21,0,0
goldeneye,0,7,0,22,0,0
coolbeans,0,7,0,23,0,0
doweig,0,7,0,24,0,0
wes,0,7,0,25,0,0
dafricash,0,7,0,26,0,0
thricepi,0,7,0,27,0,0
xujian,0,7,0,28,0,0
doom,0,7,0,29,0,0
vipertkd,0,7,0,30,0,0
localhost,0,7,0,31,0,0
emotive_ark,0,7,0,32,0,0
mainarknet,0,7,0,33,0,0
kiashaan,0,7,0,34,0,0
diplo,0,7,0,35,0,0
bluedude,0,7,0,36,0,0
geops,0,7,0,37,0,0
litcoincollector,0,7,0,38,0,0
sonobit,0,7,0,39,0,0
gr33ndrag0n,0,7,0,40,0,0
lidware01,0,7,0,41,0,0
bcboilermaker,0,7,0,42,0,0
monsterbit,0,7,0,43,0,0
chiiky_2,0,7,0,44,0,0
ares,0,7,0,45,0,0
triumvirate,0,7,0,46,0,0
arkpool,0,7,0,47,0,0
noah,0,7,0,48,0,0
eli,0,7,0,49,0,0
pool.arkno.de,0,7,0,50,0,0
lidware01,0,8,0,0,0,0
slasheks,0,8,0,1,0,0
bcboilermaker,0,8,0,2,0,0
nuevax,0,8,0,3,0,0
arkpool,0,8,0,4,0,0
coolbeans,0,8,0,5,0,0
bluedude,0,8,0,6,0,0
doom,0,8,0,7,0,0
doweig,0,8,0,8,0,0
nothinghere,0,8,0,9,0,0
arky,0,8,0,10,0,0
arkfuturesmartnode,0,8,0,11,0,0
cannabanana,0,8,0,12,0,0
toad,0,8,0,13,0,0
gr33ndrag0n,0,8,0,14,0,0
dandelion,0,8,0,15,0,0
diplo,0,8,0,16,0,0
bangomatic,0,8,0,17,0,0
ghostfaceuk,0,8,0,18,0,0
videodrome,0,8,0,19,0,0
thricepi,0,8,0,20,0,0
arkeology,0,8,0,21,0,0
vipertkd,0,8,0,22,0,0
arkimedes,0,8,0,23,0,0
monsterbit,0,8,0,24,0,0
jamiec79,0,8,0,25,0,0
digitron,0,8,0,26,0,0
emotive_ark,0,8,0,27,0,0
someonesomeone,0,8,0,28,0,0
ondin,0,8,0,29,0,0
mody1996,0,8,0,30,0,0
sidzero,0,8,0,31,0,0
rasputin,0,8,0,32,0,0
triumvirate,0,8,0,33,0,0
dafty,0,8,0,34,0,0
hagie,0,8,0,35,0,0
seatrips,0,8,0,36,0,0
noah,0,8,0,37,0,0
arc,0,8,0,38,0,0
sockpuppet,0,8,0,39,0,0
litcoincollector,0,8,0,40,0,0
hoop,0,8,0,41,0,0
bioly,0,8,0,42,0,0
chiiky,0,8,0,43,0,0
corsaro,0,8,0,44,0,0
localhost,0,8,0,45,0,0
soliury,0,8,0,46,0,0
elegato,0,8,0,47,0,0
dafricash,0,8,0,48,0,0
wes,0,8,0,49,0,0
ares,0,8,0,50,0,0
lidware01,0,9,0,0,0,0
bangomatic,0,9,0,1,0,0
samuray,0,9,0,2,0,0
sonobit,0,9,0,3,0,0
arktipbot,0,9,0,4,0,0
geops,0,9,0,5,0,0
triumvirate,0,9,0,6,0,0
arkimedes,0,9,0,7,0,0
dafty,0,9,0,8,0,0
coolbeans,0,9,0,9,0,0
corsaro,0,9,0,10,0,0
doweig,0,9,0,11,0,0
nothinghere,0,9,0,12,0,0
rasputin,0,9,0,13,0,0
arkfuturesmartnode,0,9,0,14,0,0
ondin,0,9,0,15,0,0
emotive_ark,0,9,0,16,0,0
mody1996,0,9,0,17,0,0
elegato,0,9,0,18,0,0
mainarknet,0,9,0,19,0,0
vipertkd,0,9,0,20,0,0
wes,0,9,0,21,0,0
soliury,0,9,0,22,0,0
noah,0,9,0,23,0,0
tintumon,0,9,0,24,0,0
pool.arkno.de,0,9,0,25,0,0
toad,0,9,0,26,0,0
bioly,0,9,0,27,0,0
monsterbit,0,9,0,28,0,0
arkpool,0,9,0,29,0,0
doom,0,9,0,30,0,0
4miners.net,0,9,0,31,0,0
dandelion,0,9,0,32,0,0
ghostfaceuk,0,9,0,33,0,0
bcboilermaker,0,9,0,34,0,0
arc,0,9,0,35,0,0
videodrome,0,9,0,36,0,0
gr33ndrag0n,0,9,0,37,0,0
someonesomeone,0,9,0,38,0,0
dafricash,0,9,0,39,0,0
bluedude,0,9,0,40,0,0
isabella,0,9,0,41,0,0
diplo,0,9,0,42,0,0
goldeneye,0,9,0,43,0,0
jamiec79,0,9,0,44,0,0
ares,0,9,0,45,0,0
cannabanana,0,9,0,46,0,0
litcoincollector,0,9,0,47,0,0
kiashaan,0,9,0,48,0,0
templar,0,9,0,49,0,0
vega,0,9,0,50,0,0
someonesomeone,0,10,0,0,0,0
isabella,0,10,0,1,0,0
coolbeans,0,10,0,2,0,0
doom,0,10,0,3,0,0
dafricash,0,10,0,4,0,0
sockpuppet,0,10,0,5,0,0
bioly,0,10,0,6,0,0
pitbull,0,10,0,7,0,0
4miners.net,0,10,0,8,0,0
dafty,0,10,0,9,0,0
gr33ndrag0n,0,10,0,10,0,0
devasive,0,10,0,11,0,0
digitron,0,10,0,12,0,0
arktipbot,0,10,0,13,0,0
hagie,0,10,0,14,0,0
thricepi,0,10,0,15,0,0
geops,0,10,0,16,0,0
mody1996,0,10,0,17,0,0
sonobit,0,10,0,18,0,0
nuevax,0,10,0,19,0,0
arkeology,0,10,0,20,0,0
localhost,0,10,0,21,0,0
bluedude,0,10,0,22,0,0
arky,0,10,0,23,0,0
rasputin,0,10,0,24,0,0
litcoincollector,0,10,0,25,0,0
chiiky,0,10,0,26,0,0
nothinghere,0,10,0,27,0,0
triumvirate,0,10,0,28,0,0
doweig,0,10,0,29,0,0
noah,0,10,0,30,0,0
sidzero,0,10,0,31,0,0
xujian,0,10,0,32,0,0
eli,0,10,0,33,0,0
arkimedes,0,10,0,34,0,0
hoop,0,10,0,35,0,0
samuray,0,10,0,36,0,0
pool.arkno.de,0,10,0,37,0,0
cannabanana,0,10,0,38,0,0
soliury,0,10,0,39,0,0
ghostfaceuk,0,10,0,40,0,0
bcboilermaker,0,10,0,41,0,0
arc,0,10,0,42,0,0
elegato,0,10,0,43,0,0
toad,0,10,0,44,0,0
ares,0,10,0,45,0,0
goldeneye,0,10,0,46,0,0
arkpool,0,10,0,47,0,0
mainarknet,0,10,0,48,0,0
tintumon,0,10,0,49,0,0
monsterbit,0,10,0,50,0,0
sonobit,0,11,0,0,0,0
ghostfaceuk,0,11,0,1,0,0
eli,0,11,0,2,0,0
lidware01,0,11,0,3,0,0
bcboilermaker,0,11,0,4,0,0
gr33ndrag0n,0,11,0,5,0,0
arky,0,11,0,6,0,0
nuevax,0,11,0,7,0,0
arkpool,0,11,0,8,0,0
dandelion,0,11,0,9,0,0
corsaro,0,11,0,10,0,0
digitron,0,11,0,11,0,0
wes,0,11,0,12,0,0
litcoincollector,0,11,0,13,0,0
vega,0,11,0,14,0,0
bangomatic,0,11,0,15,0,0
arkimedes,0,11,0,16,0,0
geops,0,11,0,17,0,0
noah,0,11,0,18,0,0
arkeology,0,11,0,19,0,0
arc,0,11,0,20,0,0
templar,0,11,0,21,0,0
soliury,0,11,0,22,0,0
rasputin,0,11,0,23,0,0
pitbull,0,11,0,24,0,0
mainarknet,0,11,0,25,0,0
devasive,0,11,0,26,0,0
jamiec79,0,11,0,27,0,0
mody1996,0,11,0,28,0,0
seatrips,0,11,0,29,0,0
chiiky_2,0,11,0,30,0,0
xujian,0,11,0,31,0,0
triumvirate,0,11,0,32,0,0
chiiky,0,11,0,33,0,0
sidzero,0,11,0,34,0,0
pool.arkno.de,0,11,0,35,0,0
coolbeans,0,11,0,36,0,0
4miners.net,0,11,0,37,0,0
goldeneye,0,11,0,38,0,0
localhost,0,11,0,39,0,0
arktipbot,0,11,0,40,0,0
doweig,0,11,0,41,0,0
doom,0,11,0,42,0,0
ares,0,11,0,43,0,0
isabella,0,11,0,44,0,0
bioly,0,11,0,45,0,0
hagie,0,11,0,46,0,0
kiashaan,0,11,0,47,0,0
someonesomeone,0,11,0,48,0,0
toad,0,11,0,49,0,0
bluedude,0,11,0,50,0,0
bangomatic,0,12,0,0,0,0
arkfuturesmartnode,0,12,0,1,0,0
isabella,0,12,0,2,0,0
localhost,0,12,0,3,0,0
soliury,0,12,0,4,0,0
litcoincollector,0,12,0,5,0,0
doweig,0,12,0,6,0,0
nothinghere,0,12,0,7,0,0
chiiky_2,0,12,0,8,0,0
jamiec79,0,12,0,9,0,0
samuray,0,12,0,10,0,0
toad,0,12,0,11,0,0
chiiky,0,12,0,12,0,0
arc,0,12,0,13,0,0
tintumon,0,12,0,14,0,0
corsaro,0,12,0,15,0,0
coolbeans,0,12,0,16,0,0
ghostfaceuk,0,12,0,17,0,0
someonesomeone,0,12,0,18,0,0
dafricash,0,12,0,19,0,0
wes,0,12,0,20,0,0
slasheks,0,12,0,21,0,0
ares,0,12,0,22,0,0
goldeneye,0,12,0,23,0,0
emotive_ark,0,12,0,24,0,0
vipertkd,0,12,0,25,0,0
bioly,0,12,0,26,0,0
eli,0,12,0,27,0,0
xujian,0,12,0,28,0,0
mody1996,0,12,0,29,0,0
pitbull,0,12,0,30,0,0
lidware01,0,12,0,31,0,0
hoop,0,12,0,32,0,0
devasive,0,12,0,33,0,0
cannabanana,0,12,0,34,0,0
sonobit,0,12,0,35,0,0
atreides_wannabe,0,12,0,36,0,0
rasputin,0,12,0,37,0,0
mainarknet,0,12,0,38,0,0
triumvirate,0,12,0,39,0,0
pool.arkno.de,0,12,0,40,0,0
bluedude,0,12,0,41,0,0
diplo,0,12,0,42,0,0
gr33ndrag0n,0,12,0,43,0,0
sidzero,0,12,0,44,0,0
templar,0,12,0,45,0,0
elegato,0,12,0,46,0,0
ondin,0,12,0,47,0,0
seatrips,0,12,0,48,0,0
arkimedes,0,12,0,49,0,0
arkpool,0,12,0,50,0,0
mainarknet,0,13,0,0,0,0
diplo,0,13,0,1,0,0
atreides_wannabe,0,13,0,2,0,0
arky,0,13,0,3,0,0
hoop,0,13,0,4,0,0
bcboilermaker,0,13,0,5,0,0
goldeneye,0,13,0,6,0,0
arktipbot,0,13,0,7,0,0
mody1996,0,13,0,8,0,0
bangomatic,0,13,0,9,0,0
thricepi,0,13,0,10,0,0
chiiky_2,0,13,0,11,0,0
arkpool,0,13,0,12,0,0
corsaro,0,13,0,13,0,0
slasheks,0,13,0,14,0,0
arkimedes,0,13,0,15,0,0
ares,0,13,0,16,0,0
seatrips,0,13,0,17,0,0
sockpuppet,0,13,0,18,0,0
nothinghere,0,13,0,19,0,0
cannabanana,0,13,0,20,0,0
arc,0,13,0,21,0,0
wes,0,13,0,22,0,0
bluedude,0,13,0,23,0,0
devasive,0,13,0,24,0,0
vega,0,13,0,25,0,0
emotive_ark,0,13,0,26,0,0
jamiec79,0,13,0,27,0,0
geops,0,13,0,28,0,0
ondin,0,13,0,29,0,0
vipertkd,0,13,0,30,0,0
arkfuturesmartnode,0,13,0,31,0,0
toad,0,13,0,32,0,0
rasputin,0,13,0,33,0,0
pitbull,0,13,0,34,0,0
litcoincollector,0,13,0,35,0,0
sonobit,0,13,0,36,0,0
elegato,0,13,0,37,0,0
pool.arkno.de,0,13,0,38,0,0
samuray,0,13,0,39,0,0
videodrome,0,13,0,40,0,0
dafty,0,13,0,41,0,0
doom,0,13,0,42,0,0
arkeology,0,13,0,43,0,0
isabella,0,13,0,44,0,0
